model,red_threshold,green_threshold,accuracy,balanced_accuracy,macro_f1,weighted_f1,critical_errors,critical_error_rate,false_alarms,false_alarm_rate,red_to_yellow_rate,green_to_yellow_rate
hgb,0.5,0.99,0.7274115850076371,0.8315392666519678,0.76223326637965,0.7473687020733021,4,0.3134796238244514,37,0.676416819012797,9.482758620689655,39.159049360146255
hgb,0.55,0.99,0.7264716249559394,0.8293770268859376,0.7610959275601417,0.7467988957992961,4,0.3134796238244514,34,0.6215722120658135,10.18808777429467,39.21389396709324
hgb,0.6,0.99,0.7260016449300905,0.8281149679849221,0.7607262614910694,0.7466142311209719,4,0.3134796238244514,31,0.56672760511883,10.736677115987462,39.26873857404022
hgb,0.65,0.99,0.7254141698977793,0.8268088028856534,0.7601886732132414,0.7463186863420965,4,0.3134796238244514,27,0.4936014625228519,11.128526645768025,39.3418647166362
hgb,0.7,0.99,0.7242392198331571,0.8240517214727158,0.7587890861507444,0.7456216045494829,4,0.3134796238244514,23,0.4204753199268739,12.068965517241379,39.41499085923218
hgb,0.2,0.995,0.6690165667959111,0.8097881001387282,0.7195042557806475,0.6858188513425667,1,0.07836990595611285,83,1.517367458866545,5.877742946708464,48.11700182815357
hgb,0.25,0.995,0.6685465867700623,0.8084536656305121,0.7204907372094724,0.6861866787052838,1,0.07836990595611285,66,1.206581352833638,6.5047021943573675,48.42778793418647
hgb,0.3,0.995,0.6681941017506756,0.8073804641421499,0.7206555602256364,0.6862470639998248,1,0.07836990595611285,60,1.0968921389396709,7.053291536050156,48.53747714808044
hgb,0.35,0.995,0.66737163670544,0.805262330574373,0.7199535342492615,0.685907420447984,1,0.07836990595611285,56,1.023765996343693,7.915360501567398,48.610603290676416
hgb,0.4,0.995,0.6664316766537423,0.8031000908083431,0.7188926049660633,0.6853822459938345,1,0.07836990595611285,53,0.9689213893967094,8.620689655172415,48.6654478976234
hgb,0.45,0.995,0.6654917166020444,0.8009378510423132,0.7184893542540824,0.6851176092969474,1,0.07836990595611285,43,0.7861060329067643,9.32601880877743,48.84826325411334
hgb,0.5,0.995,0.6651392315826578,0.8000094007683515,0.7186010741666657,0.6851385550107444,1,0.07836990595611285,37,0.676416819012797,9.717868338557993,48.95795246800731
hgb,0.55,0.995,0.6641992715309599,0.7978471610023216,0.7175272230620124,0.6846082467334672,1,0.07836990595611285,34,0.6215722120658135,10.423197492163009,49.01279707495429
